professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,stu_tags,help_useful,help_not_useful,comments
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,07/25/2016,HIST1700,5.0,3.0,Mandatory,Yes,Yes,A,CARING  AMAZING LECTURES  HILARIOUS,1,0,Professor Kronmiller was amazing! I have never enjoyed a history class more then Kronmiller\'s. He was able to make the material both interesting and entertaining. He offers extra credit if you are in class and if you can answer questions correctly based on the weekly readings. He provides outlines/study guides for tests which really help.
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,12/16/2015,HIST1700,5.0,1.0,Mandatory,Yes,Yes,A,EXTRA CREDIT  HILARIOUS,1,0,History has never been my strong suit - but Prof Kronmiller used humor to catch and keep my attention. 3 assignments that require a lot of reading and 3 tests that come with a helpful study guide. If you show up and take notes you\'ll do fine.
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,11/23/2015,HIS1700,5.0,1.0,Mandatory,Yes,,,EXTRA CREDIT  SKIP CLASS? YOU WON\'T PASS.  HILARIOUS,1,0,"Jay is the funniest and most helpful teacher I\'ve had at Weber State! I took history from Sara Dant and Gene Sessions in the past, and their teaching methods SUCK. Their classes were so boring and not to mention extremely difficult.. Luckily, Jay\'s is the complete opposite! With this class, I was finally able to pass history! Recommend him 110%."
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,11/19/2015,HIST1700,4.5,2.0,Mandatory,Yes,,B+,GET READY TO READ  AMAZING LECTURES  PARTICIPATION MATTERS,3,0,"Kronmiller is fantastic, very engaging, he allows for discussion on all relevant information, funny, extra credit based on reading for the week, if you take notes you will pass tests, wants you to know why something happened doesn\'t care about dates. He was the most accomadating professor regarding my service animal. Always availbe to help"
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,11/11/2015,HIST1700,5.0,1.0,,Yes,Yes,,HILARIOUS  AMAZING LECTURES,1,0,Kronmiller is one of the best teachers I have ever had! He is absolutely hilarious and makes the class very interesting! I was not excited to take history but would even take the class again because it was so great. Great class!
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,07/15/2015,HIST1700,5.0,2.0,,Yes,,A,PARTICIPATION MATTERS  HILARIOUS,0,0,"Kronmiller makes history interesting. He is funny and his lectures are never boring! Be sure to read before class, if he calls on you and you can answer correctly, you get extra credit. Three assignments and Three tests. Great gen. ed. class."
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,05/05/2015,HIST1700,5.0,1.0,Mandatory,Yes,Yes,A,CLEAR GRADING CRITERIA  HILARIOUS,0,0,"Brady is absolutely hilarious. He enjoys history and makes it very interesting. I learned a lot in a class that I really did not want to take. His grading is clear, and the tests and assignments weren\'t hard. I would take it again! I highly recommend him!"
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,12/21/2014,HIST1700,4.5,1.0,Not Mandatory,Yes,Yes,A,HILARIOUS,0,0,"He is hilarious and keeps lectures interesting. While attendance is not mandatory, it would be difficult to get an A without taking notes during lectures. You should want to attend anyways, I looked forward to going because he is so funny."
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,12/05/2014,HIST1700,5.0,2.0,,Yes,,,HILARIOUS  GET READY TO READ,1,0,He just asks for you to read the homework and answer questions in class. That\'s really all you have to do to pass. Attending class isn\'t required but it is very helpful. He\'s really an amazing professor and I suggest taking his class. There was very little work needed to pass.
Nancy  Weston,University of California Berkeley,Rhetoric department, Berkeley, CA,5,3.8,,4.2,,10,01/29/2014,RHETOR160,4.5,4.0,Mandatory,,,A,,3,3,"Weston invites her students to think. She will not make it easy, because it is not easy. But she cares and she cares quite a bit. Do not be scared of her. Weston is the best professor I\'ve ever had, she will teach you, and not just teach you as in you learn a few new details about Kant or Heidegger, but teach you as in you will see the world."
Nancy  Weston,University of California Berkeley,Rhetoric department, Berkeley, CA,5,3.8,,4.2,,10,11/15/2013,RHETORIC,3.0,5.0,Not Mandatory,,,P,,2,0,She was and is by far the most challenging professor I have ever had. She transformed the way I think and take in the world. She is an apostle of sorts -- I will never forget her or the impact she has made on my life.
Nancy  Weston,University of California Berkeley,Rhetoric department, Berkeley, CA,5,3.8,,4.2,,10,09/28/2013,RHETORIC,5.0,4.0,,,,,,2,1,"The most significant and long lasting impact on my life of the three or four professors I will never forget. She is committed to her students in a way I had never seen before, and a true lover of the material discussed. Very challenging class, life altering. Attend to the matter at hand."
Nancy  Weston,University of California Berkeley,Rhetoric department, Berkeley, CA,5,3.8,,4.2,,10,08/23/2012,RH160,5.0,5.0,,,,,,1,1,"I took Prof. W\'s class over 10 yrs ago. I occassionally google her to confirm she\'s still teaching and recall my college experience, because she largely defined it. Her class changed my life. She taught me how to think and see the world. She is the most challenging professor I ever had (including grad school) but the best."
Nancy  Weston,University of California Berkeley,Rhetoric department, Berkeley, CA,5,3.8,,4.2,,10,12/24/2011,RHET160,3.5,5.0,,,,,,2,1,"Not easy; one of the most mentally exhausting classes I have ever taken. Weston is a little terrifying in class, but great in office hours and meetings; she genuinely wants to help, but she demands you do the work to actually learn. This class was not a pleasant experience for me, but it changed the way I see and experience the world."
Nancy  Weston,University of California Berkeley,Rhetoric department, Berkeley, CA,5,3.8,,4.2,,10,10/18/2011,RHET167,2.5,1.0,,,,,,2,1,"not a good teacher. will beat you with words. meetings are all about how much she knows, and you dont. knowledgeable on etymology, but distant human and condescending teacher. She will challenge you, yes, blatently by saying you\'re wrong until you don\'t even want to speak. Then you are ""thinking"". Good for quite people and those who like authority."
Nancy  Weston,University of California Berkeley,Rhetoric department, Berkeley, CA,5,3.8,,4.2,,10,12/11/2010,RHET167,5.0,5.0,,,,,,1,1,"I am dismayed but sadly not surprised at the negative reviews of this professor. Weston challenges student?s to question the fundamental commitments of our age, not just to dress them up in trendy prose. For those with the patience and imagination required for such an undertaking, the class is immensely rewarding."
Nancy  Weston,University of California Berkeley,Rhetoric department, Berkeley, CA,5,3.8,,4.2,,10,12/11/2010,RHETO167,4.0,5.0,,,,,,1,1,"This course is not easy, but good courses rarely are. The instructor is intimidating. She will take issue with the inexactitud of your words. But if you suspend the rhetoric student\'s need to say clever things and use stale arguments/ways of speaking, if you LISTEN, you will find peace with her and learn. Best class I took in department."
Nancy  Weston,University of California Berkeley,Rhetoric department, Berkeley, CA,5,3.8,,4.2,,10,05/22/2010,RHET165,3.0,4.0,,,,,,1,0,"Nancy weston has no soul. You will bond with her, you will laugh, you will cry, but at the end of the day she won\'t help you out as her only duty is ""to make herself obsolete."" This class changed my life; my outlook on the way the world functions, and how we fit into its metaphysical framework. Great class, not for the faint of heart. Also: READ."
Nancy  Weston,University of California Berkeley,Rhetoric department, Berkeley, CA,5,3.8,,4.2,,10,01/30/2009,RHET175,2.0,4.0,,,,,,5,0,"She claims to wish to open a space for thinking, but in actuality she is extremely authoritarian about what and how anything might be uttered in her classroom. She struck me as impolite and ready to pounce on those brave enough to share. Very shrill."
Mark  Smith,Norco College - Riverside CCD,Health Science department, Norco, CA,0,5.0,,2.0,,1,08/03/2010,HES1,5.0,2.0,,,,,,0,0,"Took him a couple of summer semesters ago, very easy teacher... explains everything in detail and answers your questions without being confusing. Made the class very interesting and fun cause he has a lively personality. His class is one you will want to show up for just because he makes you excited to learn."
Dannyette  Gadsden-Rouse,Chattahoochee Technical College,English department, Marietta, GA,0,3.5,,3.0,,1,09/09/2009,ENG1102,3.5,3.0,,,,,,0,0,No Comments
Brian  Dick,Vancouver Island University,Engineering department, Nanaimo, BC,6,2.1,,3.9,GROUP PROJECTS (2)  Respected (1)  LOTS OF HOMEWORK (1)  Tough Grader (1)  Caring (1),32,07/04/2016,ENGR112ENGR121,2.0,4.0,Mandatory,Yes,No,A-,GROUP PROJECTS  TOUGH GRADER  LOTS OF HOMEWORK,4,1,"Very friendly and has the best interest of his students, but most of the notes he presents are borderline useless. He assigns labs and projects that are super vague with little to no explanation on what to be done. Most labs consist of one or two people who know what theyre doing (from no help of Brians) teaching the rest of the students what to do"
Brian  Dick,Vancouver Island University,Engineering department, Nanaimo, BC,6,2.1,,3.9,GROUP PROJECTS (2)  Respected (1)  LOTS OF HOMEWORK (1)  Tough Grader (1)  Caring (1),32,09/30/2015,ENGR112121,2.5,3.0,Mandatory,Yes,,B,CARING  RESPECTED  GROUP PROJECTS,1,3,"Brian is absolutely brilliant and is a huge advocate for people looking to get into engineering. If you need school or career advice, he\'s super knowledgeable and willing to help. He truly wants what is best for the students. The only challenge I found was misunderstanding the objectives of certain labs, most likely my own error."
Brian  Dick,Vancouver Island University,Engineering department, Nanaimo, BC,6,2.1,,3.9,GROUP PROJECTS (2)  Respected (1)  LOTS OF HOMEWORK (1)  Tough Grader (1)  Caring (1),32,05/06/2014,ENGR121,2.0,2.0,Mandatory,,,B+,,1,0,"He is a good person and cares about the students. However he vastly underestimated the amount of time required to do assignments, which will lead to late nights (probably all nighters. However this is just like the real world in engineering. Not for the faint of heart but do the work and you will get the grade you want."
Brian  Dick,Vancouver Island University,Engineering department, Nanaimo, BC,6,2.1,,3.9,GROUP PROJECTS (2)  Respected (1)  LOTS OF HOMEWORK (1)  Tough Grader (1)  Caring (1),32,03/28/2014,ENGR121,1.5,5.0,Mandatory,,,,,0,0,"Really tough course, expects an insane amount of work, try to avoid if you can"
Brian  Dick,Vancouver Island University,Engineering department, Nanaimo, BC,6,2.1,,3.9,GROUP PROJECTS (2)  Respected (1)  LOTS OF HOMEWORK (1)  Tough Grader (1)  Caring (1),32,03/09/2014,GBET,4.0,4.0,Not Mandatory,,,A,,0,0,Good instructor
Brian  Dick,Vancouver Island University,Engineering department, Nanaimo, BC,6,2.1,,3.9,GROUP PROJECTS (2)  Respected (1)  LOTS OF HOMEWORK (1)  Tough Grader (1)  Caring (1),32,01/15/2014,ENGR112,3.0,3.0,,,,,,0,0,"Is fair marker with in class assignments, however very diffucult marker on labs and such. BE VERY DETAILED in your reports. Is consistant with marks yet still very hard."
Brian  Dick,Vancouver Island University,Engineering department, Nanaimo, BC,6,2.1,,3.9,GROUP PROJECTS (2)  Respected (1)  LOTS OF HOMEWORK (1)  Tough Grader (1)  Caring (1),32,01/08/2013,PHYS4,1.0,5.0,,,,,,0,0,"A contender for the worst course I\'ve ever taken. His notes were useless, he wouldn\'t solve problems from the notes, and when he did he went so fast that nobody could follow his method. His tests were so conceptual that I found them impossible! Passed, only because he curved the grades so dramatically."
